id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Jam per Minggu,Gaji
14533,1,8,169188,2,9,0,10,0,30.0,0
14534,2,1,352196,3,8,1,10,0,22.0,0
14535,1,4,61737,3,12,0,11,1,40.0,0
14536,2,8,84787,3,12,4,10,1,40.0,0
14537,1,8,328060,1,4,1,10,0,40.0,0
14538,1,0,184756,3,12,0,0,0,40.0,0
14539,2,8,358199,2,9,4,9,1,45.0,1
14540,2,8,185291,0,6,4,4,1,45.0,1
14541,3,2,110890,2,13,2,11,1,70.0,1
14542,1,8,157612,3,12,0,9,0,45.0,0
14543,2,5,283037,3,12,4,2,1,40.0,0
14544,3,8,106728,3,12,4,2,1,60.0,1
14545,1,8,267912,0,5,0,4,1,40.0,0
14546,1,8,180246,2,9,4,2,1,40.0,1
14547,2,8,35644,2,9,4,7,1,40.0,1
14548,2,8,105779,3,8,4,7,1,30.0,0
14549,2,8,155106,2,9,0,3,1,45.0,0
14550,1,4,59969,3,8,4,5,0,35.0,0
14551,2,8,248059,3,8,4,7,1,40.0,0
14552,1,0,185619,2,9,0,0,0,20.0,0
14553,2,8,177331,1,10,4,7,1,40.0,0
14554,4,8,128348,3,12,4,2,1,50.0,1
14555,1,4,147253,2,9,0,13,1,50.0,0
14556,2,8,108320,3,8,2,3,1,40.0,0
14557,2,8,137421,3,14,4,11,1,35.0,0
14558,1,8,174704,3,8,2,9,1,50.0,0
14559,2,8,233511,3,8,4,12,1,50.0,1
14560,4,8,133884,3,8,3,7,1,40.0,0
14561,3,8,111469,2,9,2,2,0,40.0,0
14562,3,8,257940,3,8,4,3,1,40.0,0
14563,2,8,234096,1,4,2,7,1,40.0,0
14564,2,8,48495,3,12,4,11,1,42.0,1
14565,2,8,100316,3,12,4,2,1,50.0,1
14566,2,4,238944,0,5,4,7,1,40.0,1
14567,2,8,269243,2,9,0,5,0,40.0,0
14568,3,1,310774,3,12,4,9,1,40.0,0
14569,1,1,48520,3,8,0,9,1,80.0,0
14570,2,8,186820,2,9,4,10,0,40.0,0
14571,2,8,152292,3,12,4,11,1,50.0,1
14572,1,8,131852,3,8,0,5,0,40.0,0
14573,2,3,27444,3,12,0,11,1,50.0,1
14574,2,1,306982,3,12,4,9,1,60.0,0
14575,1,8,323139,3,12,0,4,1,35.0,0
14576,4,1,146576,3,12,3,11,1,48.0,1
14577,1,8,243841,3,8,2,10,0,40.0,0
14578,2,8,225879,2,9,4,5,0,30.0,1
14579,3,2,188067,2,9,3,9,0,40.0,0
14580,1,8,157612,3,12,0,11,0,55.0,0
14581,2,8,258836,2,9,0,10,0,40.0,0
14582,1,8,55743,3,8,0,5,0,30.0,0
14583,1,8,366416,3,8,0,5,0,40.0,0
14584,2,8,370549,2,9,4,9,0,30.0,1
14585,4,8,195868,3,12,4,9,1,40.0,1
14586,1,8,236396,0,6,0,4,1,40.0,0
14587,1,8,54298,3,8,4,9,1,30.0,0
14588,1,8,165064,2,9,4,9,1,40.0,0
14589,1,8,72055,2,9,0,3,0,40.0,0
14590,2,8,189123,2,13,0,3,1,40.0,0
14591,2,8,121012,3,12,4,2,1,45.0,0
14592,1,8,260782,3,8,0,7,1,40.0,0
14593,3,8,98436,2,13,4,10,1,40.0,0
14594,3,3,109849,3,12,0,11,0,21.0,0
14595,1,5,41031,2,9,0,9,0,35.0,0
14596,1,8,382583,3,8,0,3,1,40.0,0
14597,3,8,91506,3,8,4,4,1,45.0,0
14598,1,0,96851,2,9,0,0,0,25.0,0
14599,2,8,212826,3,8,4,10,1,40.0,0
14600,2,3,126847,2,13,5,11,0,60.0,1
14601,2,8,198200,3,12,0,2,1,50.0,0
14602,1,3,133495,3,8,0,11,1,40.0,0
14603,2,8,188571,3,8,4,7,1,40.0,0
14604,2,1,247024,3,12,4,9,1,50.0,0
14605,3,3,216691,2,15,2,11,0,40.0,1
14606,2,8,194905,3,12,3,11,0,44.0,0
14607,1,8,27162,2,9,0,10,0,16.0,0
14608,2,8,258425,1,10,0,9,1,45.0,0
14609,3,3,35305,3,12,2,11,0,57.0,0
14610,3,0,32521,0,6,5,0,0,20.0,0
14611,3,8,308082,2,0,0,10,0,15.0,0
14612,1,8,217226,2,9,0,10,1,30.0,0
14613,1,8,511289,3,8,0,8,1,99.0,0
14614,2,3,175979,3,12,2,11,0,60.0,0
14615,3,5,72436,3,8,4,2,1,57.0,1
14616,1,1,442612,3,8,4,9,1,65.0,1
14617,1,8,248990,0,5,4,3,1,40.0,0
14618,2,8,192793,2,9,2,2,1,40.0,0
14619,2,8,138370,1,3,4,10,1,40.0,0
14620,2,1,183127,3,8,2,9,0,40.0,0
14621,3,8,168539,3,8,4,7,1,40.0,1
14622,2,3,127772,3,12,2,11,1,40.0,0
14623,2,4,341638,3,12,4,11,1,40.0,1
14624,1,8,336404,3,8,4,6,1,40.0,0
14625,3,8,29559,3,8,2,4,0,38.0,0
14626,3,1,234192,1,3,4,8,1,80.0,0
14627,3,8,20953,2,9,4,9,1,40.0,1
14628,1,8,147921,3,14,0,10,0,35.0,0
14629,2,8,105821,1,10,4,5,1,36.0,0
14630,2,1,151809,3,8,2,8,1,50.0,0
14631,1,8,358121,2,9,0,9,0,25.0,0
14632,1,8,227332,3,12,0,12,1,40.0,0
14633,2,8,180277,3,8,4,5,0,40.0,0
14634,2,8,198422,2,9,2,5,0,40.0,0
14635,1,8,192773,3,8,0,10,0,24.0,0
14636,2,8,201694,1,11,1,2,0,40.0,0
14637,2,8,174947,3,8,4,3,1,45.0,1
14638,3,5,97934,3,12,4,8,1,40.0,1
14639,1,8,225823,2,9,0,5,0,40.0,0
14640,1,8,181820,3,8,1,7,1,53.0,0
14641,1,8,490645,2,9,4,11,1,42.0,0
14642,2,8,116493,3,8,2,7,1,44.0,1
14643,2,8,31449,1,11,2,3,0,40.0,0
14644,3,8,215990,2,13,4,2,1,44.0,1
14645,2,8,278187,3,8,4,3,1,40.0,0
14646,3,5,107079,3,8,4,10,1,40.0,0
14647,2,0,214896,1,4,2,0,0,40.0,0
14648,1,8,317019,0,6,1,10,0,20.0,0
14649,2,4,207847,2,9,0,5,0,40.0,0
14650,1,0,140399,2,9,0,0,0,30.0,0
14651,2,8,177907,3,12,4,11,1,40.0,1
14652,3,8,165695,3,12,4,2,1,40.0,1
14653,2,8,421633,1,10,2,4,0,40.0,0
14654,3,8,162381,0,1,4,12,1,50.0,0
14655,2,1,180680,0,6,4,7,1,35.0,0
14656,1,8,339372,2,9,0,9,1,40.0,0
14657,2,5,206392,3,8,4,11,1,40.0,0
14658,3,8,140426,0,1,5,10,1,35.0,0
14659,2,8,218164,3,8,2,7,1,44.0,0
14660,1,8,350995,0,7,0,10,1,16.0,0
14661,1,4,110128,2,9,0,10,1,40.0,0
14662,3,8,225267,2,9,2,9,1,60.0,1
14663,2,8,294919,2,9,2,12,1,40.0,0
14664,2,8,101509,2,9,2,2,0,40.0,0
14665,3,3,305053,3,8,4,7,1,40.0,0
14666,1,8,187577,1,10,0,9,1,55.0,0
14667,3,4,76728,2,9,2,5,0,39.0,0
14668,2,8,151809,3,8,4,12,1,30.0,0
14669,1,8,180954,2,9,0,10,0,40.0,0
14670,2,8,94461,3,8,3,3,0,16.0,0
14671,1,8,157568,2,9,0,5,1,40.0,0
14672,3,8,124604,3,8,2,5,1,32.0,0
14673,2,8,111746,3,8,1,7,1,45.0,0
14674,4,8,113401,0,5,3,9,0,40.0,0
14675,3,1,237729,3,8,4,11,0,65.0,0
14676,3,8,65325,0,5,4,12,1,40.0,1
14677,1,8,231929,3,8,0,7,1,40.0,0
14678,2,1,271665,3,8,4,9,1,45.0,0
14679,3,3,152795,3,8,4,6,1,52.0,1
14680,1,0,214238,1,3,0,0,0,40.0,0
14681,3,4,48433,3,8,4,2,1,40.0,0
14682,4,0,283889,3,8,5,0,1,40.0,0
14683,2,8,135293,3,12,2,11,0,45.0,0
14684,2,2,215382,2,13,1,11,0,40.0,1
14685,2,8,160061,2,9,4,3,1,40.0,0
14686,1,8,130021,3,8,4,3,1,45.0,0
14687,2,8,100079,2,15,5,11,1,60.0,1
14688,3,3,173584,3,12,0,11,0,50.0,0
14689,2,8,111415,3,8,4,9,1,70.0,0
14690,2,8,314310,3,8,5,9,1,20.0,0
14691,3,8,346253,3,8,2,9,0,35.0,0
14692,3,8,213975,1,10,3,11,0,40.0,0
14693,2,8,150154,3,8,0,5,1,40.0,0
14694,3,1,321865,2,9,4,10,1,99.0,0
14695,2,8,60267,3,12,4,2,1,38.0,1
14696,3,8,114927,1,10,4,13,1,40.0,1
14697,1,8,214689,3,12,0,2,1,40.0,0
14698,2,3,326064,2,9,2,5,0,35.0,0
14699,2,8,133456,3,8,4,9,0,24.0,1
14700,2,8,207202,0,5,4,12,1,70.0,0
14701,1,8,209955,2,9,0,10,1,25.0,0
14702,3,3,224598,3,8,4,6,1,24.0,0
14703,2,8,165799,3,8,4,2,1,40.0,0
14704,2,8,141511,2,13,4,2,1,40.0,1
14705,2,3,267138,2,9,4,7,1,40.0,0
14706,2,8,148254,3,8,2,2,0,60.0,0
14707,1,8,269786,3,8,0,12,1,50.0,0
14708,1,8,127610,3,12,4,2,0,50.0,1
14709,1,8,38001,2,9,0,10,0,20.0,0
14710,2,8,391040,1,10,1,13,0,20.0,0
14711,1,0,80710,3,8,0,0,0,40.0,0
14712,2,8,185099,3,8,4,2,1,40.0,0
14713,1,8,125527,2,9,0,9,1,50.0,0
14714,3,8,249741,2,9,4,9,1,40.0,0
14715,1,8,408988,2,9,0,5,0,38.0,0
14716,2,8,190115,1,11,2,2,1,40.0,0
14717,2,1,160045,2,9,3,10,0,35.0,0
14718,2,2,145697,2,9,4,9,1,30.0,0
14719,2,8,166549,2,9,4,5,1,40.0,0
14720,1,3,42596,3,12,2,11,1,40.0,0
14721,2,8,66309,3,8,4,7,1,35.0,0
14722,4,2,168370,2,9,4,9,1,40.0,0
14723,1,8,118230,3,8,0,9,0,35.0,0
14724,1,0,347248,0,5,0,0,0,20.0,0
14725,1,8,114870,2,9,2,7,1,40.0,0
14726,2,8,187581,3,8,2,7,1,40.0,0
14727,2,8,143486,3,12,4,9,1,40.0,1
14728,2,8,167309,3,12,0,5,1,40.0,0
14729,2,2,210610,3,14,4,11,1,31.0,1
14730,2,8,31670,3,8,4,8,1,65.0,0
14731,1,0,217769,2,9,0,0,0,10.0,0
14732,2,3,285060,2,13,4,2,1,41.0,1
14733,2,8,199303,3,8,4,5,1,40.0,0
14734,1,8,416577,3,8,4,3,1,45.0,0
14735,1,0,243203,2,9,0,0,1,40.0,0
14736,3,8,85420,2,9,4,9,1,15.0,0
14737,3,8,45599,3,8,2,11,1,40.0,0
14738,1,8,117595,3,8,0,10,1,24.0,0
14739,3,8,138944,3,8,4,9,1,44.0,0
14740,1,4,33308,1,10,4,7,1,40.0,0
14741,3,8,142245,3,8,2,5,0,40.0,0
14742,1,8,549430,3,8,0,1,0,40.0,0
14743,3,3,192563,2,9,2,2,0,38.0,0
14744,2,8,22610,2,9,2,5,0,40.0,0
14745,2,8,272944,1,10,4,2,1,60.0,1
14746,4,8,118876,3,12,0,2,0,14.0,0
14747,2,8,224559,3,8,4,12,1,40.0,0
14748,3,0,159938,3,8,2,0,1,40.0,1
14749,4,8,217971,1,4,3,9,0,13.0,0
14750,2,1,129298,3,8,4,10,1,45.0,0
14751,3,8,227832,3,12,4,11,1,50.0,1
14752,1,0,117210,2,9,0,0,1,40.0,0
14753,1,8,178759,2,9,0,9,0,15.0,0
14754,1,8,183627,2,9,4,9,1,50.0,0
14755,3,8,348751,1,3,4,3,1,40.0,0
14756,2,8,116358,2,13,4,2,1,45.0,0
14757,2,8,367049,2,13,0,2,0,40.0,0
14758,2,8,179641,3,12,0,11,0,45.0,0
14759,1,8,130840,0,5,0,4,1,40.0,0
14760,1,1,32280,3,8,4,8,1,40.0,0
14761,1,8,186452,3,8,0,2,1,50.0,0
14762,2,8,295127,3,8,0,3,1,40.0,0
14763,1,8,215251,2,9,0,10,0,55.0,0
14764,1,2,218555,2,13,0,11,1,40.0,0
14765,1,8,110749,3,8,2,2,0,39.0,0
14766,3,3,204377,0,6,2,10,0,60.0,0
14767,2,8,238574,3,14,4,11,1,50.0,1
14768,1,8,189407,3,8,4,9,1,55.0,0
14769,1,8,277695,2,0,0,8,1,36.0,0
14770,1,8,330571,3,12,0,11,0,16.0,0
14771,3,8,398212,3,8,4,12,1,40.0,0
14772,4,8,312653,2,9,4,9,1,25.0,0
14773,2,1,155489,2,9,4,9,1,65.0,0
14774,3,8,281647,3,12,4,9,1,45.0,1
14775,2,8,192878,3,12,4,3,1,40.0,1
14776,2,8,27444,2,9,5,11,1,40.0,1
14777,4,0,186163,0,1,3,0,0,40.0,0
14778,1,8,219754,3,8,0,5,1,40.0,0
14779,1,0,20877,2,9,0,0,0,35.0,0
14780,3,3,50929,2,9,4,2,1,60.0,1
14781,2,8,93793,2,13,4,11,1,38.0,1
14782,2,8,236746,2,13,2,2,1,45.0,1
14783,2,8,301568,2,9,2,9,0,40.0,0
14784,2,2,184018,3,8,2,9,1,50.0,0
14785,1,2,133876,3,8,4,2,1,45.0,0
14786,2,8,140564,3,12,4,9,1,40.0,1
14787,3,5,127455,2,9,4,6,1,48.0,1
14788,3,1,61127,3,8,4,8,1,50.0,1
14789,1,8,208608,3,8,4,5,0,30.0,0
14790,2,2,215458,2,15,0,11,1,45.0,1
14791,2,8,136721,0,7,4,7,1,40.0,0
14792,1,8,188767,1,11,0,2,1,45.0,0
14793,2,5,194740,2,9,0,5,1,40.0,0
14794,2,8,84130,3,8,4,7,1,40.0,0
14795,2,8,220132,3,8,4,2,1,40.0,1
14796,2,8,128047,2,9,1,9,1,42.0,0
14797,2,8,156400,2,9,2,5,0,40.0,0
14798,1,8,132874,3,8,4,7,1,40.0,0
14799,3,8,175912,3,8,3,3,1,40.0,0
14800,3,5,223892,3,12,4,2,0,40.0,1
14801,2,1,188335,3,8,4,8,1,40.0,0
14802,1,8,43937,2,9,0,10,0,12.0,0
14803,1,8,38599,0,7,0,12,1,40.0,0
14804,1,1,160786,3,8,0,7,1,40.0,0
14805,1,8,96279,3,8,0,3,0,40.0,0
14806,1,8,186383,3,8,4,1,0,40.0,0
14807,2,8,173730,1,10,4,3,1,40.0,0
14808,1,8,236543,1,4,4,10,1,32.0,1
14809,3,4,280519,3,8,2,10,1,40.0,0
14810,1,8,288566,3,12,0,10,1,40.0,0
14811,3,8,91475,3,8,4,12,1,40.0,0
14812,3,8,312498,3,12,4,9,1,40.0,0
14813,2,3,109684,2,13,0,11,0,35.0,0
14814,3,8,157831,3,8,2,5,0,16.0,0
14815,2,3,65291,1,10,0,6,0,40.0,0
14816,3,1,27886,2,9,4,2,1,40.0,1
14817,2,8,174491,3,8,3,10,0,30.0,0
14818,2,8,196234,1,4,2,10,0,55.0,0
14819,1,8,330466,3,12,0,13,1,40.0,0
14820,1,8,201861,2,9,4,3,1,45.0,0
14821,1,8,355559,0,7,0,11,1,18.0,0
14822,3,8,98815,1,10,4,5,1,46.0,1
14823,3,8,124963,3,12,4,9,1,40.0,1
14824,2,3,147921,3,8,3,10,0,40.0,0
14825,1,8,311376,3,12,0,11,0,40.0,0
14826,2,8,118551,3,12,0,10,0,35.0,0
14827,1,8,197886,2,9,0,9,1,45.0,1
14828,2,8,166546,2,9,2,5,0,24.0,0
14829,2,8,106183,3,8,2,10,0,40.0,0
14830,2,8,403468,3,8,4,3,0,40.0,0
14831,1,8,199499,1,10,0,10,1,40.0,0
14832,1,8,117210,3,12,0,2,1,36.0,0
14833,1,8,123429,0,5,1,7,1,40.0,0
14834,2,0,61343,3,8,4,0,1,40.0,0
14835,4,1,183249,3,12,4,11,1,20.0,1
14836,3,4,209482,3,8,3,2,0,40.0,0
14837,2,8,196797,3,8,0,12,0,38.0,0
14838,3,8,421561,2,9,4,11,1,40.0,1
14839,1,8,169122,3,8,2,10,1,28.0,0
14840,2,4,165309,3,8,4,6,1,40.0,0
14841,3,8,154043,3,8,3,5,0,40.0,0
14842,1,8,104329,0,6,4,9,1,40.0,0
14843,1,1,33124,3,12,0,7,0,35.0,0
14844,3,1,313243,3,8,4,7,1,55.0,1
14845,2,8,55699,3,8,4,12,1,40.0,0
14846,4,8,100718,3,8,4,4,1,30.0,0
14847,1,8,127833,3,8,0,5,0,40.0,0
14848,2,8,170376,3,8,4,7,1,45.0,1
14849,1,4,113588,3,8,0,13,0,24.0,0
14850,1,8,32897,3,8,2,10,0,25.0,0
14851,4,3,75134,3,8,3,5,0,25.0,0
14852,2,8,204235,2,9,4,11,1,40.0,1
14853,2,3,357962,1,11,0,12,1,48.0,0
14854,1,8,205844,3,12,0,2,0,65.0,0
14855,4,8,180807,3,8,1,6,1,20.0,0
14856,2,8,208584,1,11,1,9,0,40.0,0
14857,1,8,123178,0,5,0,7,1,50.0,0
14858,1,8,118693,1,10,0,13,1,40.0,0
14859,1,8,201680,3,8,0,5,1,60.0,0
14860,3,8,200316,3,8,4,12,1,40.0,0
14861,1,8,117606,3,12,0,2,0,35.0,0
14862,3,8,104945,1,4,4,4,1,60.0,0
14863,3,8,137658,0,6,4,3,1,40.0,0
14864,2,8,270488,3,12,0,11,0,40.0,0
14865,3,8,416164,3,8,4,8,1,49.0,0
14866,2,8,106900,3,12,4,3,1,40.0,0
14867,2,4,209739,0,5,4,8,1,38.0,0
14868,2,8,316271,0,2,4,7,1,55.0,0
14869,1,8,337940,0,2,0,12,1,40.0,0
14870,2,8,118941,0,6,0,10,0,40.0,0
14871,2,8,173682,2,9,4,12,1,40.0,0
14872,2,8,168293,2,13,2,2,0,45.0,0
14873,2,8,322044,2,9,2,3,1,40.0,0
14874,3,1,284329,2,13,2,2,1,50.0,1
14875,2,4,167281,3,12,4,10,1,40.0,0
14876,3,5,94754,2,13,4,5,1,40.0,1
14877,1,8,160510,3,12,4,11,1,50.0,1
14878,2,8,188081,3,8,4,3,1,40.0,1
14879,2,8,216093,3,12,4,4,1,40.0,0
14880,1,8,219671,2,9,0,11,0,20.0,0
14881,1,8,39615,3,12,0,9,1,45.0,0
14882,1,8,266467,3,8,4,7,1,40.0,0
14883,1,8,224943,2,9,5,11,1,40.0,0
14884,3,8,205100,2,9,2,9,0,45.0,1
14885,2,8,444219,3,8,4,7,0,45.0,0
14886,2,2,157240,2,13,4,2,0,30.0,1
14887,2,8,27565,1,10,4,7,0,27.0,1
14888,2,1,112497,2,13,4,2,1,50.0,1
14889,1,8,235271,3,12,4,9,1,40.0,1
14890,2,8,137229,1,10,2,9,1,45.0,1
14891,2,8,175625,3,14,2,11,0,40.0,0
14892,3,1,282660,1,3,4,7,1,40.0,0
14893,1,0,200681,2,9,0,0,1,40.0,0
14894,2,2,139364,3,12,4,7,1,35.0,1
14895,4,8,226968,1,3,4,3,1,40.0,0
14896,2,8,183017,3,8,4,6,1,32.0,0
14897,3,1,222182,3,8,4,2,1,45.0,0
14898,2,8,233197,2,9,2,5,1,40.0,0
14899,3,0,34100,2,9,3,0,1,4.0,0
14900,2,8,212894,0,2,4,4,1,40.0,0
14901,1,8,213152,2,9,0,9,1,40.0,0
14902,3,1,169112,2,9,4,11,1,25.0,0
14903,2,8,66687,3,8,4,9,1,50.0,0
14904,1,8,212640,3,14,0,11,0,85.0,0
14905,1,8,226956,3,8,0,9,0,24.0,0
14906,3,8,175262,1,3,4,3,1,40.0,0
14907,4,0,198019,3,8,3,0,0,35.0,0
14908,1,8,201122,3,12,4,11,1,40.0,1
14909,1,3,198211,1,10,5,7,1,40.0,0
14910,2,8,87605,3,8,0,10,0,40.0,0
14911,2,8,148316,1,11,4,10,1,40.0,0
14912,1,0,274445,3,8,0,0,1,20.0,0
14913,2,3,216586,0,6,2,10,1,40.0,0
14914,2,8,388023,3,8,2,2,0,38.0,0
14915,2,5,99146,3,12,4,6,1,60.0,1
14916,2,8,343403,2,9,0,9,0,40.0,0
14917,2,5,204900,3,8,4,11,0,40.0,0
14918,1,8,334368,1,10,0,11,0,40.0,0
14919,1,8,51973,3,12,0,11,0,20.0,0
14920,3,8,168553,3,8,0,7,1,35.0,0
14921,2,8,245975,1,4,4,5,1,84.0,0
14922,1,8,293091,3,8,4,4,1,40.0,0
14923,2,8,180551,2,9,1,5,0,40.0,0
14924,2,8,201908,3,8,4,12,1,40.0,0
14925,1,8,206541,2,9,4,5,1,40.0,0
14926,2,8,469454,2,9,4,7,1,40.0,0
14927,1,8,95566,2,9,5,9,0,22.0,0
14928,2,8,159255,3,8,4,2,1,60.0,1
14929,2,8,186415,3,8,4,4,1,65.0,0
14930,2,8,247506,3,8,4,7,1,40.0,0
14931,2,3,190290,1,10,0,6,1,56.0,0
14932,2,8,106698,3,8,2,10,0,40.0,0
14933,1,0,380219,2,9,0,0,0,40.0,0
14934,2,8,269034,2,9,4,7,1,40.0,0
14935,1,8,145917,2,9,0,5,0,15.0,0
14936,2,8,99086,2,9,4,5,0,40.0,1
14937,3,2,120121,3,12,4,2,1,50.0,1
14938,3,8,170050,2,9,0,2,1,40.0,0
14939,3,8,192445,0,6,4,12,1,40.0,0
14940,3,8,123429,2,13,4,2,1,50.0,1
14941,3,1,134960,3,12,4,2,1,35.0,1
14942,2,8,163290,2,9,2,9,0,40.0,0
14943,2,8,112660,1,4,2,7,1,35.0,0
14944,2,4,264052,3,8,4,7,1,40.0,0
14945,1,8,58582,3,12,0,7,1,10.0,0
14946,4,0,152837,3,8,3,0,0,20.0,0
14947,1,8,197130,3,8,0,9,0,30.0,0
14948,2,2,116133,3,8,4,12,1,57.0,0
14949,2,8,200479,3,8,4,12,1,40.0,0
14950,3,8,323706,2,9,4,2,1,40.0,1
14951,1,3,308901,0,6,0,5,0,15.0,0
14952,1,8,38925,0,6,0,10,1,40.0,0
14953,1,8,19847,2,9,2,13,0,40.0,0
14954,1,8,83704,0,7,4,7,1,40.0,0
14955,2,8,136331,3,8,4,4,1,40.0,0
14956,2,8,208358,3,8,4,7,1,40.0,1
14957,2,8,122493,3,8,4,7,1,40.0,0
14958,1,8,183916,3,8,0,10,0,34.0,0
14959,2,8,131808,1,10,2,7,1,40.0,0
14960,1,8,208946,3,12,0,9,1,40.0,0
14961,2,8,181661,3,8,4,4,1,40.0,0
14962,2,1,221172,3,8,2,7,1,40.0,0
14963,1,8,384308,2,9,0,7,1,45.0,0
14964,1,3,100125,3,12,0,5,0,40.0,0
14965,3,3,331650,2,13,2,11,0,32.0,1
14966,2,8,99233,3,8,4,5,1,40.0,0
14967,2,8,120959,2,9,2,5,0,40.0,0
14968,1,8,154556,2,9,0,10,1,15.0,0
14969,3,8,262116,3,14,4,11,1,48.0,0
14970,1,8,363130,2,9,4,2,1,40.0,1
14971,2,8,271767,3,12,0,2,1,48.0,1
14972,2,8,291300,0,6,4,3,1,40.0,0
14973,1,8,66473,2,9,0,8,1,50.0,0
14974,1,8,164585,3,8,0,3,0,40.0,0
14975,2,8,138992,2,13,4,11,1,40.0,1
14976,2,2,179579,2,15,4,2,1,60.0,1
14977,3,3,82783,2,13,4,11,1,45.0,1
14978,2,8,591711,2,9,0,4,1,48.0,0
14979,2,8,83446,0,6,2,2,0,40.0,1
14980,4,8,148949,0,5,4,10,1,30.0,0
14981,1,8,214716,3,8,0,10,0,40.0,0
14982,3,4,305319,3,12,4,11,1,70.0,0
14983,1,8,221252,3,8,0,5,0,8.0,0
14984,1,8,117028,3,8,0,2,1,50.0,0
14985,2,8,78529,3,8,2,3,1,50.0,0
14986,2,8,229700,2,13,4,11,1,40.0,1
14987,3,8,232586,0,2,4,7,1,40.0,0
14988,1,0,332666,0,5,0,0,0,4.0,0
14989,3,1,183173,3,8,4,9,1,40.0,1
14990,2,8,66304,2,9,4,12,1,45.0,0
14991,2,8,226902,3,8,4,9,1,80.0,1
14992,4,1,167414,3,8,4,2,1,59.0,1
14993,2,8,192878,0,5,2,3,1,40.0,0
14994,2,8,247205,3,12,4,6,1,40.0,0
14995,3,8,225603,1,4,2,8,1,40.0,0
14996,1,4,156294,2,9,0,11,1,25.0,0
14997,2,8,42044,3,8,2,2,1,35.0,0
14998,3,0,63526,0,7,0,0,1,52.0,0
14999,2,8,117310,3,12,2,5,0,60.0,0
15000,3,8,172246,0,6,4,12,1,40.0,0
15001,2,8,166003,0,6,4,3,1,40.0,0
15002,3,8,41680,2,9,2,13,0,40.0,0
15003,3,4,21764,2,9,4,2,1,60.0,1
15004,2,3,193815,2,9,4,6,1,40.0,1
15005,1,8,194981,3,8,4,13,0,36.0,0
15006,3,8,95967,3,14,4,2,1,40.0,0
15007,2,3,254270,3,12,0,11,0,40.0,0
15008,2,8,106900,3,12,4,13,1,38.0,0
15009,1,8,116968,3,12,0,11,1,40.0,0
15010,3,8,77884,3,8,4,9,1,40.0,0
15011,1,0,144898,2,9,0,0,1,40.0,0
15012,2,8,277022,2,9,2,5,0,40.0,0
15013,1,8,88126,2,9,0,5,1,9.0,0
15014,1,8,29361,3,8,0,10,0,38.0,0
15015,1,8,96483,3,8,0,10,0,20.0,0
15016,2,8,91039,3,12,4,9,1,60.0,1
15017,1,8,72887,3,8,0,7,1,1.0,0
15018,2,8,191547,2,13,4,2,1,55.0,1
15019,1,1,206599,2,9,0,10,0,22.0,0
15020,3,8,440607,2,0,4,11,1,30.0,0
15021,2,8,179123,2,9,0,2,0,50.0,1
15022,1,0,272166,2,9,0,0,1,30.0,0
15023,3,2,195366,3,12,4,11,1,40.0,0
15024,1,4,181776,3,12,0,11,0,70.0,0
15025,1,5,34862,1,11,4,9,1,40.0,0
15026,4,1,243567,0,6,0,8,1,20.0,0
15027,3,8,32209,1,4,4,3,1,40.0,0
15028,3,8,243367,3,8,2,9,0,37.0,0
15029,2,8,29927,1,10,2,11,0,40.0,0
15030,2,1,241306,3,8,2,7,1,40.0,0
15031,1,8,267412,2,0,0,10,0,20.0,0
15032,3,8,135102,2,13,4,2,1,55.0,1
15033,2,8,235371,1,10,2,11,1,40.0,0
15034,3,1,259087,0,6,3,7,0,40.0,0
15035,2,8,145160,2,15,4,11,1,40.0,1
15036,1,8,216129,3,8,0,10,1,35.0,0
15037,3,8,54780,3,12,4,3,1,40.0,1
15038,1,8,193122,3,8,2,9,1,50.0,0
15039,1,8,184779,2,9,0,5,0,40.0,0
15040,2,0,84232,3,8,0,0,0,4.0,0
15041,1,8,197997,3,8,0,7,1,40.0,0
15042,1,8,103634,0,6,4,10,1,40.0,0
15043,3,8,186106,1,3,2,10,0,40.0,0
15044,1,8,309974,3,12,1,9,0,40.0,0
15045,1,8,396745,3,12,4,11,1,48.0,1
15046,2,8,82540,2,9,4,2,1,60.0,0
15047,2,8,106471,3,12,0,7,1,35.0,0
15048,1,8,179772,3,12,0,2,0,45.0,0
15049,1,0,85077,3,12,4,0,0,20.0,1
15050,4,0,293385,2,0,4,0,1,30.0,0
15051,2,8,78247,1,10,4,7,1,50.0,0
15052,1,8,150025,2,9,0,8,1,40.0,0
15053,1,8,178835,1,11,0,5,1,40.0,0
15054,3,8,176904,0,6,4,4,1,40.0,0
15055,1,8,189749,0,6,4,7,1,40.0,0
15056,2,8,198183,3,12,0,9,0,50.0,0
15057,1,8,114691,3,12,0,5,1,40.0,0
15058,1,8,161815,2,9,2,10,0,35.0,0
15059,1,8,155066,3,8,0,3,1,60.0,0
15060,3,8,198774,3,12,2,9,0,35.0,0
15061,1,8,118938,0,6,0,9,1,18.0,0
15062,1,8,293073,3,14,4,11,1,48.0,1
15063,1,3,218678,0,6,4,4,1,40.0,0
15064,3,8,121602,3,12,4,2,1,40.0,0
15065,1,8,211046,3,8,0,9,0,40.0,0
15066,2,8,172579,1,10,2,13,0,40.0,0
15067,1,8,269060,3,12,0,5,0,40.0,0
